,from,open,close,min,max,volume
13118,1624319100,1.39293,1.39255,1.39255,1.39293,43
13119,1624319400,1.39255,1.39249,1.39249,1.39271,52
13120,1624319700,1.39249,1.39243,1.39242,1.3925,21
13121,1624320000,1.39243,1.39225,1.39214,1.39243,162
13122,1624320300,1.39227,1.39211,1.39211,1.39256,115
13123,1624320600,1.39211,1.39189,1.39186,1.3922,105
13124,1624320900,1.39188,1.39213,1.39183,1.39213,101
13125,1624321200,1.39215,1.39203,1.39203,1.39234,83
13126,1624321500,1.39203,1.39182,1.39178,1.39211,84
13127,1624321800,1.39182,1.39173,1.39153,1.39183,80
13128,1624322100,1.39173,1.39165,1.39165,1.39187,31
13129,1624322400,1.39165,1.39123,1.39105,1.39165,100
13130,1624322700,1.39123,1.39093,1.39093,1.39135,119
13131,1624323000,1.39093,1.39093,1.39085,1.39123,138
13132,1624323300,1.39093,1.39133,1.39091,1.39133,139
13133,1624323600,1.39133,1.39069,1.39065,1.39139,170
13134,1624323900,1.39069,1.39079,1.39064,1.39085,65
13135,1624324200,1.39077,1.3907,1.39053,1.39085,137
13136,1624324500,1.3907,1.39047,1.39031,1.39071,152
13137,1624324800,1.39047,1.39035,1.39011,1.39055,156
13138,1624325100,1.39035,1.39044,1.39029,1.39045,118
13139,1624325400,1.39045,1.39033,1.39033,1.39063,110
13140,1624325700,1.39033,1.39073,1.39033,1.39073,82
13141,1624326000,1.39073,1.39087,1.39043,1.39093,142
13142,1624326300,1.39088,1.39071,1.39071,1.39095,76
13143,1624326600,1.39071,1.39053,1.39023,1.39075,190
13144,1624326900,1.39053,1.39093,1.39045,1.39093,155
13145,1624327200,1.39093,1.39085,1.39085,1.39127,134
13146,1624327500,1.39085,1.39115,1.3908,1.39117,109
13147,1624327800,1.39115,1.39082,1.39068,1.39115,77
13148,1624328100,1.39083,1.39096,1.39073,1.39097,61
13149,1624328400,1.39095,1.39117,1.39087,1.39119,91
13150,1624328700,1.39117,1.39139,1.39116,1.39143,128
13151,1624329000,1.39138,1.39167,1.39138,1.39173,178
13152,1624329300,1.39167,1.39175,1.39165,1.39195,120
13153,1624329600,1.39175,1.39139,1.39136,1.39185,118
13154,1624329900,1.39139,1.39157,1.39135,1.39167,82
13155,1624330200,1.39157,1.39163,1.39145,1.39167,70
13156,1624330500,1.39163,1.39153,1.39145,1.39177,146
13157,1624330800,1.39153,1.39145,1.39135,1.39159,68
13158,1624331100,1.39145,1.39147,1.39145,1.39157,44
13159,1624331400,1.39146,1.39171,1.39146,1.39173,56
13160,1624331700,1.39171,1.39176,1.39159,1.39195,91
13161,1624332000,1.39176,1.39187,1.39175,1.39187,67
13162,1624332300,1.39187,1.39207,1.39185,1.39207,47
13163,1624332600,1.39206,1.39187,1.39179,1.39207,47
13164,1624332900,1.39187,1.39187,1.39179,1.39191,72
13165,1624333200,1.39187,1.39162,1.39158,1.39187,40
13166,1624333500,1.39163,1.39155,1.39147,1.39172,62
13167,1624333800,1.39155,1.39155,1.39154,1.39158,32
13168,1624334100,1.39155,1.39135,1.39135,1.39156,34
13169,1624334400,1.39135,1.39145,1.39134,1.39151,38
13170,1624334700,1.39145,1.39144,1.39136,1.39146,18
13171,1624335000,1.39144,1.39145,1.39144,1.39145,9
13172,1624335300,1.39145,1.39165,1.39145,1.39167,78
13173,1624335600,1.39166,1.39134,1.39133,1.39173,61
13174,1624335900,1.39134,1.39121,1.39119,1.39139,21
13175,1624336200,1.3912,1.39116,1.39115,1.39134,40
13176,1624336500,1.39115,1.39117,1.39115,1.39133,50
13177,1624336800,1.39116,1.39119,1.39107,1.39121,73
13178,1624337100,1.39119,1.39119,1.39117,1.39127,40
13179,1624337400,1.39119,1.39118,1.39118,1.39119,14
13180,1624337700,1.39118,1.39107,1.39097,1.39119,88
13181,1624338000,1.39111,1.39084,1.39066,1.39111,115
13182,1624338300,1.39084,1.39073,1.39069,1.39084,31
13183,1624338600,1.39073,1.39059,1.39055,1.39073,37
13184,1624338900,1.39059,1.39034,1.39034,1.39063,89
13185,1624339200,1.39034,1.39013,1.39013,1.39045,54
13186,1624339500,1.39013,1.38995,1.38995,1.39019,82
13187,1624339800,1.38997,1.38993,1.38969,1.38998,162
13188,1624340100,1.38993,1.39015,1.38993,1.39035,182
13189,1624340400,1.39015,1.39052,1.39007,1.39052,55
13190,1624340700,1.39053,1.39029,1.39029,1.39056,118
13191,1624341000,1.39031,1.39015,1.39015,1.39052,163
13192,1624341300,1.39015,1.3894,1.38923,1.39015,444
13193,1624341600,1.3894,1.39005,1.3894,1.39091,469
13194,1624341900,1.39007,1.39027,1.38995,1.39052,383
13195,1624342200,1.39027,1.38997,1.38968,1.39041,338
13196,1624342500,1.38997,1.39024,1.38984,1.39033,304
13197,1624342800,1.39024,1.39003,1.38982,1.39042,265
13198,1624343100,1.39003,1.39002,1.38988,1.39042,241
13199,1624343400,1.39,1.39017,1.38999,1.39085,351
13200,1624343700,1.39018,1.39017,1.38981,1.39033,459
13201,1624344000,1.39013,1.39061,1.3901,1.3908,381
13202,1624344300,1.39061,1.39007,1.39003,1.39079,337
13203,1624344600,1.39007,1.39083,1.38999,1.39105,439
13204,1624344900,1.39079,1.39019,1.39001,1.39083,444
13205,1624345200,1.39021,1.39003,1.38995,1.39065,473
13206,1624345500,1.39003,1.38907,1.38904,1.39003,431
13207,1624345800,1.38909,1.38887,1.38863,1.38927,414
13208,1624346100,1.38885,1.38965,1.38883,1.38995,362
13209,1624346400,1.38963,1.38931,1.38915,1.38979,390
13210,1624346700,1.38931,1.38905,1.38896,1.38935,223
13211,1624347000,1.38905,1.38925,1.38904,1.38947,366
13212,1624347300,1.38925,1.38925,1.38877,1.38969,207
13213,1624347600,1.38925,1.3898,1.38915,1.38983,260
13214,1624347900,1.3898,1.38891,1.38879,1.38998,536
13215,1624348200,1.38891,1.38819,1.38815,1.38895,330
13216,1624348500,1.38819,1.38856,1.38783,1.38867,409
13217,1624348800,1.38856,1.38799,1.38799,1.38882,433
13218,1624349100,1.38799,1.38733,1.38733,1.38804,276
13219,1624349400,1.38733,1.38741,1.38721,1.38759,317
13220,1624349700,1.38741,1.38711,1.38703,1.38749,298
13221,1624350000,1.38711,1.38751,1.38695,1.38797,264
13222,1624350300,1.38751,1.38673,1.38673,1.38753,255
13223,1624350600,1.38675,1.38737,1.38674,1.38753,314
13224,1624350900,1.38737,1.38685,1.38667,1.38737,264
13225,1624351200,1.38685,1.38706,1.38677,1.38726,208
13226,1624351500,1.38706,1.38745,1.38684,1.38745,251
13227,1624351800,1.38747,1.38746,1.38729,1.38766,278
13228,1624352100,1.38746,1.38673,1.38669,1.38746,311
13229,1624352400,1.38674,1.38671,1.38603,1.38685,414
13230,1624352700,1.38671,1.38747,1.38662,1.38747,359
13231,1624353000,1.38747,1.38773,1.38731,1.38799,246
13232,1624353300,1.38773,1.38733,1.3873,1.38775,183
13233,1624353600,1.38733,1.38725,1.38721,1.38749,184
13234,1624353900,1.38725,1.38758,1.38716,1.38767,179
13235,1624354200,1.38758,1.38737,1.38727,1.38758,166
13236,1624354500,1.38737,1.38665,1.38636,1.38737,384
13237,1624354800,1.38667,1.38686,1.38642,1.38701,221
13238,1624355100,1.38686,1.38715,1.38635,1.38721,208
13239,1624355400,1.38715,1.38634,1.38615,1.38735,298
13240,1624355700,1.38634,1.38709,1.38628,1.38715,182
13241,1624356000,1.3871,1.38725,1.38691,1.38725,260
13242,1624356300,1.38723,1.38761,1.38695,1.38767,344
13243,1624356600,1.38763,1.38788,1.38747,1.38795,219
13244,1624356900,1.38786,1.38737,1.38718,1.38786,207
13245,1624357200,1.38737,1.38758,1.38737,1.38765,169
13246,1624357500,1.38758,1.38755,1.38732,1.38765,181
13247,1624357800,1.38756,1.38789,1.38756,1.38804,207
13248,1624358100,1.38789,1.38704,1.38703,1.3881,183
13249,1624358400,1.38704,1.38779,1.38704,1.38783,188
13250,1624358700,1.38779,1.38863,1.38766,1.38883,269
13251,1624359000,1.38863,1.38861,1.38829,1.38866,254
13252,1624359300,1.38861,1.38775,1.38773,1.38883,310
13253,1624359600,1.38777,1.38802,1.38777,1.38829,221
13254,1624359900,1.38803,1.38875,1.38798,1.38883,266
13255,1624360200,1.38875,1.38929,1.38873,1.38939,208
13256,1624360500,1.38927,1.38872,1.38827,1.38927,275
13257,1624360800,1.38872,1.38841,1.38839,1.38887,242
13258,1624361100,1.38841,1.38901,1.38825,1.38905,204
13259,1624361400,1.38902,1.38948,1.38902,1.38962,262
13260,1624361700,1.38948,1.38938,1.3892,1.38969,228
13261,1624362000,1.38938,1.38977,1.38936,1.38977,168
13262,1624362300,1.38977,1.39049,1.38977,1.39057,278
13263,1624362600,1.39049,1.39059,1.39036,1.39087,341
13264,1624362900,1.39059,1.39005,1.39005,1.39075,284
13265,1624363200,1.38999,1.39033,1.38975,1.39035,307
13266,1624363500,1.39033,1.39035,1.39007,1.39071,246
13267,1624363800,1.39035,1.39015,1.39005,1.39051,182
13268,1624364100,1.39013,1.39065,1.3899,1.39077,250
13269,1624364400,1.39063,1.39026,1.39005,1.39063,264
13270,1624364700,1.39026,1.38926,1.38917,1.39037,311
13271,1624365000,1.38927,1.38928,1.38926,1.38973,293
13272,1624365300,1.38928,1.38889,1.38887,1.38949,232
13273,1624365600,1.38892,1.38883,1.38843,1.38894,330
13274,1624365900,1.38883,1.38825,1.38811,1.38884,293
13275,1624366200,1.38823,1.38835,1.38805,1.38853,278
13276,1624366500,1.38835,1.38847,1.38824,1.3887,197
13277,1624366800,1.38846,1.38888,1.38802,1.38895,310
13278,1624367100,1.38887,1.38956,1.38875,1.38962,428
13279,1624367400,1.38956,1.38953,1.38926,1.38963,324
13280,1624367700,1.38953,1.38936,1.38934,1.39003,346
13281,1624368000,1.38935,1.38977,1.3891,1.3899,332
13282,1624368300,1.38977,1.38989,1.38957,1.38991,317
13283,1624368600,1.38991,1.38919,1.38895,1.39003,461
13284,1624368900,1.38917,1.38864,1.38818,1.38917,469
13285,1624369200,1.38863,1.38866,1.38835,1.38887,361
13286,1624369500,1.38867,1.38937,1.38867,1.38947,422
13287,1624369800,1.38939,1.38935,1.38887,1.38976,526
13288,1624370100,1.38936,1.38932,1.38907,1.38961,433
13289,1624370400,1.38932,1.38945,1.38893,1.38957,501
13290,1624370700,1.38945,1.38999,1.38935,1.39023,443
13291,1624371000,1.39,1.39006,1.39,1.39049,285
13292,1624371300,1.39006,1.39003,1.38995,1.39026,275
13293,1624371600,1.38999,1.39094,1.38997,1.39117,371
13294,1624371900,1.39095,1.39097,1.39087,1.39127,312
13295,1624372200,1.39097,1.39159,1.39093,1.39163,398
13296,1624372500,1.39159,1.39137,1.39137,1.39201,288
13297,1624372800,1.39137,1.39159,1.39112,1.39167,262
13298,1624373100,1.39159,1.39137,1.39128,1.39184,359
13299,1624373400,1.39137,1.39118,1.39065,1.39141,361
13300,1624373700,1.39119,1.39156,1.39119,1.39188,705
13301,1624374000,1.39157,1.39135,1.39135,1.39191,616
13302,1624374300,1.39135,1.39237,1.39125,1.39238,261
13303,1624374600,1.39239,1.3929,1.39239,1.39305,446
13304,1624374900,1.39291,1.39237,1.39237,1.39297,281
13305,1624375200,1.39237,1.39215,1.39215,1.3925,163
13306,1624375500,1.39216,1.39196,1.39193,1.39221,108
13307,1624375800,1.39192,1.39169,1.39165,1.39193,190
13308,1624376100,1.39168,1.39153,1.3913,1.39172,171
13309,1624376400,1.39153,1.39148,1.39145,1.39167,134
13310,1624376700,1.39147,1.39168,1.39143,1.39187,176
13311,1624377000,1.39168,1.39179,1.39163,1.3919,207
13312,1624377300,1.39179,1.39203,1.39179,1.39227,175
13313,1624377600,1.39203,1.39207,1.39195,1.39223,248
13314,1624377900,1.39207,1.39203,1.39199,1.39217,113
13315,1624378200,1.39203,1.39217,1.39193,1.39218,107
13316,1624378500,1.39216,1.39283,1.39207,1.39285,147
13317,1624378800,1.39283,1.39299,1.39279,1.39317,228
13318,1624379100,1.39299,1.39351,1.39297,1.39365,243
13319,1624379400,1.39351,1.39313,1.39289,1.39351,268
13320,1624379700,1.39314,1.39391,1.39314,1.39395,268
13321,1624380000,1.39391,1.39355,1.39349,1.39391,232
13322,1624380300,1.39353,1.39375,1.39348,1.39392,247
13323,1624380600,1.39374,1.39381,1.39355,1.39383,162
13324,1624380900,1.39379,1.3939,1.3937,1.39418,286
13325,1624381200,1.39389,1.39411,1.39387,1.39427,342
13326,1624381500,1.39409,1.39395,1.39365,1.39409,193
13327,1624381800,1.39397,1.39408,1.39389,1.39415,173
13328,1624382100,1.39407,1.39415,1.39397,1.39421,253
13329,1624382400,1.39415,1.39417,1.39392,1.39426,211
13330,1624382700,1.39417,1.3941,1.39408,1.39426,179
13331,1624383000,1.3941,1.39405,1.39395,1.39424,210
13332,1624383300,1.39405,1.39415,1.39389,1.39425,160
13333,1624383600,1.39415,1.39409,1.39405,1.39424,180
13334,1624383900,1.39407,1.39417,1.39387,1.39431,154
13335,1624384200,1.39417,1.39405,1.39401,1.39427,73
13336,1624384500,1.39405,1.39379,1.39359,1.39405,212
13337,1624384800,1.39379,1.39416,1.39373,1.39417,199
13338,1624385100,1.39416,1.39426,1.39403,1.39427,164
13339,1624385400,1.39424,1.39435,1.39417,1.39455,131
13340,1624385700,1.39435,1.39377,1.39365,1.39435,157
13341,1624386000,1.39377,1.39411,1.39377,1.39415,150
13342,1624386300,1.39411,1.39421,1.39389,1.39421,118
13343,1624386600,1.39419,1.39447,1.3939,1.39447,181
13344,1624386900,1.39446,1.39455,1.39425,1.3946,186
13345,1624387200,1.39455,1.39456,1.39445,1.39475,186
13346,1624387500,1.39456,1.39426,1.39412,1.39469,179
13347,1624387800,1.39426,1.39417,1.39415,1.39449,119
13348,1624388100,1.39417,1.39407,1.39402,1.39447,199
13349,1624388400,1.39409,1.39557,1.39409,1.39557,357
13350,1624388700,1.39557,1.39627,1.39554,1.39637,430
13351,1624389000,1.39627,1.39566,1.39566,1.39627,358
13352,1624389300,1.39565,1.39566,1.39548,1.3958,212
13353,1624389600,1.39565,1.39544,1.39526,1.39565,235
13354,1624389900,1.39544,1.39595,1.39543,1.39635,314
13355,1624390200,1.39593,1.39576,1.39575,1.396,218
13356,1624390500,1.39576,1.39565,1.39553,1.39579,175
13357,1624390800,1.39566,1.39534,1.39532,1.3957,198
13358,1624391100,1.39535,1.3953,1.39523,1.39548,164
13359,1624391400,1.39529,1.39505,1.39505,1.39533,172
13360,1624391700,1.39505,1.39497,1.39484,1.39505,195
13361,1624392000,1.39496,1.39483,1.39482,1.39501,126
13362,1624392300,1.39483,1.39501,1.39481,1.39501,103
13363,1624392600,1.39503,1.39477,1.39463,1.39509,116
13364,1624392900,1.39477,1.39483,1.39472,1.39493,77
13365,1624393200,1.39483,1.39484,1.39483,1.39484,7
13366,1624393500,1.39484,1.39482,1.39471,1.39487,103
13367,1624393800,1.39485,1.39493,1.39485,1.39496,20
13368,1624394100,1.39493,1.39479,1.39465,1.39519,149
13369,1624394400,1.39479,1.39481,1.39459,1.39483,49
13370,1624394700,1.39479,1.39469,1.39459,1.39492,89
13371,1624395000,1.39469,1.39476,1.39469,1.39484,71
13372,1624395300,1.39477,1.39452,1.39452,1.39509,124
13373,1624395600,1.39452,1.39521,1.39452,1.39521,5
13374,1624395900,1.39521,1.39505,1.39499,1.3954,14
13375,1624396200,1.39505,1.39504,1.39455,1.39506,30
13376,1624396500,1.39504,1.39504,1.39438,1.39519,47
13377,1624396800,1.39504,1.39471,1.39461,1.39511,35
13378,1624397100,1.39471,1.39469,1.39469,1.39471,1
13379,1624397400,1.39469,1.39469,1.39469,1.3947,2
13380,1624397700,1.39469,1.39493,1.39469,1.39495,10
13381,1624398000,1.39491,1.39503,1.39485,1.39505,23
13382,1624398300,1.39485,1.39455,1.39439,1.39493,516
13383,1624398600,1.39455,1.39454,1.39445,1.39467,81
13384,1624398900,1.39454,1.39459,1.39441,1.39463,129
13385,1624399200,1.3946,1.39519,1.39456,1.39523,183
13386,1624399500,1.39517,1.39505,1.39495,1.39517,41
13387,1624399800,1.39505,1.39508,1.39497,1.39508,16
13388,1624400100,1.39509,1.39517,1.39509,1.39527,26
13389,1624400400,1.39517,1.39513,1.39511,1.39517,11
13390,1624400700,1.39513,1.39509,1.39505,1.39514,9
13391,1624401000,1.39509,1.39513,1.39507,1.39527,38
13392,1624401300,1.39513,1.39505,1.39503,1.39518,30
13393,1624401600,1.39505,1.39505,1.39505,1.39507,33
13394,1624401900,1.39505,1.39507,1.39505,1.39507,5
13395,1624402200,1.39507,1.39496,1.39496,1.39508,6
13396,1624402500,1.39496,1.39495,1.39495,1.39496,1
13397,1624402800,1.39496,1.39515,1.39489,1.39515,42
13398,1624403100,1.39516,1.39517,1.3951,1.39518,17
13399,1624403400,1.39517,1.39516,1.39509,1.39526,37
13400,1624403700,1.39516,1.39519,1.39509,1.39527,55
13401,1624404000,1.39519,1.39497,1.39495,1.39519,35
13402,1624404300,1.39497,1.39513,1.39493,1.39513,25
13403,1624404600,1.39514,1.39509,1.39503,1.39515,24
13404,1624404900,1.39509,1.39539,1.39509,1.39539,28
13405,1624405200,1.39541,1.39509,1.39509,1.39561,215
13406,1624405500,1.3951,1.39529,1.39506,1.39552,281
13407,1624405800,1.39529,1.39529,1.39522,1.39549,255
13408,1624406100,1.39529,1.39491,1.3949,1.39532,168
13409,1624406400,1.39491,1.39451,1.39443,1.39497,322
13410,1624406700,1.39451,1.39445,1.39443,1.39467,207
13411,1624407000,1.39445,1.39519,1.39445,1.39529,260
13412,1624407300,1.39518,1.39449,1.39443,1.39525,121
13413,1624407600,1.39447,1.39437,1.39433,1.3945,125
13414,1624407900,1.39437,1.39435,1.39421,1.39437,111
13415,1624408200,1.39435,1.39409,1.39397,1.39436,123
13416,1624408500,1.39411,1.39425,1.39387,1.39429,163
13417,1624408800,1.39427,1.39377,1.39377,1.39427,149
13418,1624409100,1.39379,1.39397,1.39351,1.39399,316
13419,1624409400,1.39397,1.39389,1.39372,1.39407,215
13420,1624409700,1.39391,1.39403,1.39377,1.39403,265
13421,1624410000,1.39403,1.39401,1.39401,1.39431,233
13422,1624410300,1.39401,1.39377,1.39375,1.39409,211
13423,1624410600,1.39377,1.39372,1.39365,1.39403,255
13424,1624410900,1.39373,1.39364,1.39353,1.39379,323
13425,1624411200,1.39364,1.3936,1.39354,1.39383,201
13426,1624411500,1.3936,1.39335,1.39333,1.39363,215
13427,1624411800,1.39335,1.39366,1.39326,1.39377,220
13428,1624412100,1.39366,1.39299,1.39297,1.39373,246
13429,1624412400,1.39296,1.39315,1.39293,1.39315,148
13430,1624412700,1.39315,1.39265,1.39265,1.39317,149
13431,1624413000,1.39265,1.39285,1.39243,1.39294,284
13432,1624413300,1.39285,1.39299,1.39285,1.39311,250
13433,1624413600,1.39299,1.39303,1.39265,1.39303,213
13434,1624413900,1.39303,1.39311,1.39283,1.39313,173
13435,1624414200,1.39308,1.39283,1.39282,1.39313,149
13436,1624414500,1.39283,1.39309,1.39282,1.39323,175
13437,1624414800,1.39308,1.39285,1.39283,1.39314,118
13438,1624415100,1.39285,1.39297,1.39283,1.39307,101
13439,1624415400,1.39298,1.39314,1.39298,1.39317,126
13440,1624415700,1.39314,1.39321,1.39313,1.39339,168
13441,1624416000,1.39321,1.39295,1.39285,1.39343,159
13442,1624416300,1.39297,1.39255,1.39248,1.39304,176
13443,1624416600,1.39255,1.39261,1.39239,1.39269,139
13444,1624416900,1.39261,1.39294,1.39255,1.39294,178
13445,1624417200,1.39294,1.39335,1.39294,1.39336,132
13446,1624417500,1.39335,1.39313,1.39313,1.39335,87
13447,1624417800,1.39315,1.39334,1.39315,1.39338,72
13448,1624418100,1.39334,1.39327,1.39326,1.39338,64
13449,1624418400,1.39327,1.39337,1.39327,1.39337,35
13450,1624418700,1.39337,1.39335,1.39335,1.39345,55
13451,1624419000,1.39334,1.39313,1.39307,1.39335,44
13452,1624419300,1.39313,1.39274,1.39272,1.39315,58
13453,1624419600,1.39274,1.39291,1.39274,1.39292,41
13454,1624419900,1.39291,1.39286,1.39282,1.39303,68
13455,1624420200,1.39286,1.39299,1.39286,1.39301,119
13456,1624420500,1.39297,1.39305,1.39295,1.39311,83
13457,1624420800,1.39307,1.39294,1.39287,1.39307,60
13458,1624421100,1.39294,1.39304,1.39289,1.39305,118
13459,1624421400,1.39304,1.39284,1.39284,1.39307,106
13460,1624421700,1.39285,1.39299,1.39277,1.39315,131
13461,1624422000,1.39299,1.39308,1.39297,1.39311,86
13462,1624422300,1.39308,1.39297,1.39291,1.39308,41
13463,1624422600,1.39298,1.39303,1.39297,1.39311,43
13464,1624422900,1.39303,1.39317,1.39303,1.39319,24
13465,1624423200,1.39316,1.39309,1.39307,1.39316,67
13466,1624423500,1.3931,1.39317,1.39306,1.39318,56
13467,1624423800,1.39317,1.39317,1.39309,1.39323,46
13468,1624424100,1.39317,1.39315,1.39309,1.39317,52
13469,1624424400,1.39316,1.39327,1.39316,1.39331,51
13470,1624424700,1.39327,1.39296,1.39287,1.39335,85
13471,1624425000,1.39297,1.39303,1.39295,1.39319,102
13472,1624425300,1.39304,1.39323,1.39303,1.39323,132
13473,1624425600,1.39319,1.39292,1.39291,1.39321,114
13474,1624425900,1.39293,1.39255,1.39255,1.39293,171
13475,1624426200,1.39255,1.39285,1.39244,1.39285,132
13476,1624426500,1.39285,1.39301,1.39284,1.39305,74
13477,1624426800,1.39301,1.39315,1.39301,1.39321,59
13478,1624427100,1.39315,1.39343,1.39306,1.39343,86
13479,1624427400,1.39343,1.39392,1.39337,1.39393,145
13480,1624427700,1.39392,1.39395,1.39375,1.39407,210
13481,1624428000,1.39397,1.39403,1.3938,1.39447,417
13482,1624428300,1.39403,1.39406,1.39391,1.39422,180
13483,1624428600,1.39406,1.39467,1.39396,1.39475,247
13484,1624428900,1.39466,1.39455,1.39439,1.39489,231
13485,1624429200,1.39455,1.39429,1.39404,1.39456,251
13486,1624429500,1.39431,1.39482,1.39431,1.39483,212
13487,1624429800,1.39483,1.39487,1.39481,1.39535,252
13488,1624430100,1.39489,1.39527,1.39487,1.39553,142
13489,1624430400,1.39531,1.39581,1.39526,1.39605,323
13490,1624430700,1.39581,1.39589,1.39554,1.39598,276
13491,1624431000,1.39591,1.39616,1.39585,1.39627,298
13492,1624431300,1.39616,1.39625,1.39575,1.39631,358
13493,1624431600,1.39629,1.39604,1.39588,1.39676,547
13494,1624431900,1.39604,1.39675,1.39591,1.39713,635
